UnitNo,Region,RegionCode,NonUtcBU,NonUtcBUCode,BU,BUCode,LocationCode,ProductLine,SAMClassCode,SAMClass,RevenueStatus,Make,Model,ModelYear,EngineModel,VIN,OdometerMiles,TermOutDate,NBV,BookLife,Age,CustomerNo,CustomerName,RatedMargin12Mo,ActualMargin12Mo,RatedMiles12Mo,ActualMiles12Mo,FinalMVAType,MVATurnInDate,MVAFinalApproval,MVAApprovalDate,EndBillDate,AccountingStatus,OSECondition,OSEStatus,DispConditionCode,DepositDate,DepositStatus,LTDMargin,LTDMiles,Modified,Created,Action,UTCAcceptedDate,UTCAcceptedLoc,DeprAmount,UTCAcceptedPL,OSCost,DeId,GoNoGo,IsRR
32416,CENTRAL BILLING RGN,3400,CBU RVS PREPAID MAIN,3200,CBU RVS PREPAID MAIN,3200,780,RPM,175,Unidentifiable Tractor,NULL,FRTL,CASCADIA                      ,2012,NULL,1FUJGLDR0CSBF3522,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL,NULL,0,NULL,00:13.2,40:49.2,U,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100011,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,125,Unidentifiable Truck,NYE    ,FRTL,UNKNOWN                       ,2018,NULL,1FVHCYFE1JHJP0452,0,NULL,0,0,8,56292,LOWE'S COMPANIES INC,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:06.9,00:58.9,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
100058,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,125,Unidentifiable Truck,NYE    ,FRTL,UNKNOWN                       ,2017,NULL,1FVACWDT3HHJB2128,0,NULL,0,0,8,56292,LOWE'S COMPANIES INC,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,-8000,NULL,00:06.9,00:58.9,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
100135,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,125,Unidentifiable Truck,NYE    ,FRTL,UNKNOWN                       ,2017,NULL,1FVACWDT2HHJB2069,0,NULL,0,0,12,56292,LOWE'S COMPANIES INC,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,-2900,NULL,00:06.9,00:58.9,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
100341,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,125,Unidentifiable Truck,NYE    ,FRTL,UNKNOWN                       ,2015,NULL,1FVHCYCYXFHGJ9359,0,NULL,0,0,8,56292,LOWE'S COMPANIES INC,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:06.9,00:58.9,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
100664,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,125,Unidentifiable Truck,NYE    ,FRTL,UNKNOWN                       ,2017,NULL,1FVHCYCY1HHJB2247,0,NULL,0,0,12,56292,LOWE'S COMPANIES INC,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:06.9,00:58.9,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
100765,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,125,Unidentifiable Truck,NYE    ,FRTL,UNKNOWN                       ,2017,NULL,1FVHCYCY7HHJB2012,62174,NULL,0,0,12,56292,LOWE'S COMPANIES INC,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,-7600,NULL,00:06.9,00:58.9,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
100780,RVS INTRNL FLEET VS,5349,UTC WEST REGION,3402,RVS UTC WEST FLEET,3408,3408,OFFL,125,Unidentifiable Truck,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,Ryder Verified,NULL,NULL,0,NULL,00:07.8,00:47.4,U,00:00.0,1579,0,NULL,NULL,NULL,NULL,NULL
100864,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,125,Unidentifiable Truck,NYE    ,FRTL,UNKNOWN                       ,2017,NULL,1FVACWDT6HHJB2169,0,NULL,0,0,8,56292,LOWE'S COMPANIES INC,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:06.9,00:58.9,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
100876,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,140,T/A Tractor,NYE    ,FRTL,UNKNOWN                       ,2014,NULL,3AKJGEDV7ESFJ6087,0,NULL,0,0,11,56292,LOWE'S COMPANIES INC,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:06.9,00:58.9,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
100958,FMS EAST REGION,3450,NJ PENN CBU,3276,NJ PENN CBU,3276,618,RPM,170,T/A Conv Sleeper Tractor,NYE    ,FRTL,CASCADIA 125                  ,2015,DD15'10 14.8 505/180,3AKJGLD5XFSFK4478,0,NULL,0,0,56,69852,AMHERST LOGISTIC INC,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:23.6,26:23.4,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
100976,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,125,Unidentifiable Truck,NLE    ,ISUZ,UNKNOWN                       ,2018,NULL,54DK6S169JSG01403,36217,NULL,0,0,11,56292,LOWE'S COMPANIES INC,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,2300,NULL,00:06.9,00:58.9,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
100983,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,125,Unidentifiable Truck,NLE    ,FRTL,UNKNOWN                       ,2017,NULL,1FVHCYCY6HHHY8233,0,NULL,0,0,12,56292,LOWE'S COMPANIES INC,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:06.9,00:58.9,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
100986,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,125,Unidentifiable Truck,NYE    ,ISUZ,UNKNOWN                       ,2018,NULL,54DK6S160JSG01256,0,NULL,0,0,11,56292,LOWE'S COMPANIES INC,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:06.9,00:58.9,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
100999,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,125,Unidentifiable Truck,NYE    ,FRTL,UNKNOWN                       ,2017,NULL,1FVACWDT6HHJB2155,0,NULL,0,0,8,56292,LOWE'S COMPANIES INC,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:06.9,00:58.9,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
101153,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,125,Unidentifiable Truck,NYE    ,ISUZ,UNKNOWN                       ,2018,NULL,54DK6S16XJSG01457,34626,NULL,0,0,11,56292,LOWE'S COMPANIES INC,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,1600,NULL,00:06.9,00:58.9,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
101178,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,125,Unidentifiable Truck,NLE    ,FRTL,UNKNOWN                       ,2017,NULL,1FVACWDT0HHJB2054,0,NULL,0,0,12,56292,LOWE'S COMPANIES INC,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:06.9,00:58.9,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
101183,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,140,T/A Tractor,NYE    ,FRTL,UNKNOWN                       ,2011,NULL,1FUJGEDR4BSAV3230,346348,NULL,0,0,12,56292,LOWE'S COMPANIES INC,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,-30700,NULL,00:06.9,00:58.9,U,NULL,NULL,0,NULL,NULL,NULL,No Go,NULL
101406,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,125,Unidentifiable Truck,NYE    ,ISUZ,UNKNOWN                       ,2016,NULL,54DC4W1B5GS802557,0,NULL,0,0,11,56292,LOWE'S COMPANIES INC,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:06.9,00:58.9,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
101426,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,125,Unidentifiable Truck,NYE    ,FRTL,UNKNOWN                       ,2016,NULL,1FVACWDT7GHHB6038,0,NULL,0,0,11,56292,LOWE'S COMPANIES INC,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:06.9,00:58.9,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
101439,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,125,Unidentifiable Truck,NYE    ,ISUZ,UNKNOWN                       ,2018,NULL,54DK6S160JSG01788,0,NULL,0,0,11,56292,LOWE'S COMPANIES INC,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:06.9,00:58.9,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
101563,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,125,Unidentifiable Truck,NYE    ,FRTL,UNKNOWN                       ,2017,NULL,1FVACWDT7HHJB2052,0,NULL,0,0,11,56292,LOWE'S COMPANIES INC,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:06.9,00:58.9,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
101575,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,125,Unidentifiable Truck,NYE    ,ISUZ,UNKNOWN                       ,2018,NULL,54DK6S16XJSG01345,43664,NULL,0,0,11,56292,LOWE'S COMPANIES INC,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,-7200,NULL,00:06.9,00:58.9,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
101587,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,190,Flatbed Trailer,NYE    ,CLAR,FLATBED TRAILER               ,2019,NULL,1CD2L3229KA011866,0,NULL,0,0,11,56292,LOWE'S COMPANIES INC,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:06.9,00:58.9,U,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
102657,RVS INTRNL FLEET VS,5349,UTC WEST REGION,3402,RVS UTC WEST FLEET,3408,3408,OFFL,125,Unidentifiable Truck,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,Ryder Verified,NULL,NULL,0,NULL,27:39.3,00:39.6,U,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
103257,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,125,Unidentifiable Truck,NYE    ,FRTL,UNKNOWN                       ,2017,NULL,1FVHCYCY7HHJB2009,0,NULL,0,0,11,56292,LOWE'S COMPANIES INC,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:06.9,00:58.9,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
103299,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,125,Unidentifiable Truck,NYE    ,ISUZ,UNKNOWN                       ,2016,NULL,54DC4W1B1GS802555,98673,NULL,0,0,11,56292,LOWE'S COMPANIES INC,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,-39100,NULL,00:06.9,00:58.9,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
103400,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,140,T/A Tractor,NYE    ,FRTL,UNKNOWN                       ,2014,NULL,3AKJGBDV3ESFV5614,371760,NULL,0,0,11,56292,LOWE'S COMPANIES INC,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,-6500,NULL,00:06.9,00:58.9,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
103458,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,190,Flatbed Trailer,NYE    ,CLAR,FLATBED TRAILER               ,2019,NULL,1CD2L3221KA011859,0,NULL,0,0,11,56292,LOWE'S COMPANIES INC,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:06.9,00:58.9,U,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
103472,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,125,Unidentifiable Truck,NYE    ,FRTL,UNKNOWN                       ,2017,NULL,1FVACWDT6HHHX3496,0,NULL,0,0,11,56292,LOWE'S COMPANIES INC,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:06.9,00:58.9,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
103477,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,125,Unidentifiable Truck,NYE    ,FRTL,UNKNOWN                       ,2017,NULL,1FVHCYCY8HHJB2021,35523,NULL,0,0,11,56292,LOWE'S COMPANIES INC,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:06.9,00:58.9,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
103487,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,125,Unidentifiable Truck,NLE    ,FRTL,M2 106                        ,2015,ISL'13 260/2200,1FVHCYCY7FHGJ9447,0,NULL,0,0,11,56292,LOWE'S COMPANIES INC,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:06.9,00:58.9,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
103490,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,190,Flatbed Trailer,NYE    ,CLAR,FLATBED TRAILER               ,2018,NULL,1CD2L3220JA011477,0,NULL,0,0,11,56292,LOWE'S COMPANIES INC,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:06.9,00:58.9,U,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
103504,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,125,Unidentifiable Truck,NYE    ,FRTL,UNKNOWN                       ,2016,NULL,1FVHCYCY1GHHB6253,0,NULL,0,0,11,56292,LOWE'S COMPANIES INC,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:06.9,00:58.9,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
103544,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,125,Unidentifiable Truck,NYE    ,ISUZ,UNKNOWN                       ,2018,NULL,54DK6S164JSG01499,0,NULL,0,0,11,56292,LOWE'S COMPANIES INC,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,-3400,NULL,00:06.9,00:58.9,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
103567,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,125,Unidentifiable Truck,NYE    ,FRTL,UNKNOWN                       ,2017,NULL,1FVHCYCYXHHJB2196,0,NULL,0,0,11,56292,LOWE'S COMPANIES INC,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:06.9,00:58.9,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
103583,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,125,Unidentifiable Truck,NYE    ,FRTL,UNKNOWN                       ,2017,NULL,1FVACWDT4HHJB2168,0,NULL,0,0,11,56292,LOWE'S COMPANIES INC,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,-2900,NULL,00:06.9,00:58.9,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
103590,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,125,Unidentifiable Truck,NYE    ,FRTL,UNKNOWN                       ,2017,NULL,1FVHCYCY3HHJB2184,36252,NULL,0,0,11,56292,LOWE'S COMPANIES INC,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:06.9,00:58.9,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
103633,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,125,Unidentifiable Truck,NYE    ,ISUZ,UNKNOWN                       ,2016,NULL,54DC4W1B7GS802852,0,NULL,0,0,11,56292,LOWE'S COMPANIES INC,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,-1200,NULL,00:06.9,00:58.9,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
103666,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,125,Unidentifiable Truck,NYE    ,FRTL,UNKNOWN                       ,2017,NULL,1FVACWDT8HHHX3435,0,NULL,0,0,11,56292,LOWE'S COMPANIES INC,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:06.9,00:58.9,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
103770,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,30,Truck >=8K <= 16K GVW,NYE    ,ISUZ,UNKNOWN                       ,2016,NULL,54DC4W1B0GS802580,0,NULL,0,0,11,56292,LOWE'S COMPANIES INC,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:06.9,03:13.7,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
103777,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,125,Unidentifiable Truck,NULL,FRTL,UNKNOWN                       ,2016,NULL,1FVACWDT2GHHB6044,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:06.9,02:38.7,U,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
104002,RVS INTRNL FLEET VS,5349,UTC WEST REGION,3402,RVS UTC WEST FLEET,3408,3408,OFFL,125,Unidentifiable Truck,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,3/1/2020 0:00,7,NULL,NULL,Ryder Verified,NULL,NULL,0,NULL,02:17.3,00:21.6,D,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
104004,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,125,Unidentifiable Truck,NYE    ,FRTL,UNKNOWN                       ,2018,NULL,3ALACWFC1JDJP7475,0,NULL,0,0,7,56292,LOWE'S COMPANIES INC,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:06.9,00:58.9,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
104138,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,125,Unidentifiable Truck,NYE    ,FRTL,UNKNOWN                       ,2017,NULL,1FVACWDT6HHJB2141,0,NULL,0,0,11,56292,LOWE'S COMPANIES INC,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:06.9,00:58.9,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
104140,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,125,Unidentifiable Truck,NYE    ,FRTL,UNKNOWN                       ,2017,NULL,1FVACWDT3HHJB2145,140281,NULL,0,0,11,56292,LOWE'S COMPANIES INC,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,-55400,NULL,00:06.9,00:58.9,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
104194,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,125,Unidentifiable Truck,NLE    ,ISUZ,UNKNOWN                       ,2018,NULL,54DK6S169JSG01787,0,NULL,0,0,11,56292,LOWE'S COMPANIES INC,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:06.9,00:58.9,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
104214,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,125,Unidentifiable Truck,NYE    ,ISUZ,UNKNOWN                       ,2018,NULL,54DK6S167JSG01500,32545,NULL,0,0,11,56292,LOWE'S COMPANIES INC,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:06.9,00:58.9,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
104261,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,125,Unidentifiable Truck,NYE    ,FRTL,UNKNOWN                       ,2016,NULL,1FVACWDT2GHHB6058,0,NULL,0,0,11,56292,LOWE'S COMPANIES INC,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:06.9,00:58.9,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
104281,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,125,Unidentifiable Truck,NYE    ,FRTL,UNKNOWN                       ,2017,NULL,1FVACWDT2HHHX3429,0,NULL,0,0,11,56292,LOWE'S COMPANIES INC,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:06.9,00:58.9,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
104331,RVS INTRNL FLEET VS,5349,UTC WEST REGION,3402,RVS UTC WEST FLEET,3408,3408,OFFL,125,Unidentifiable Truck,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,Ryder Verified,NULL,NULL,0,NULL,00:23.6,00:49.2,U,00:00.0,NULL,0,NULL,NULL,NULL,NULL,NULL
104356,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,125,Unidentifiable Truck,NYE    ,FRTL,UNKNOWN                       ,2016,NULL,1FVHCYCY7GHHB6239,0,NULL,0,0,11,56292,LOWE'S COMPANIES INC,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:06.9,00:58.9,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
104358,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,125,Unidentifiable Truck,NLE    ,FRTL,UNKNOWN                       ,2017,NULL,1FVACWDT2HHHX3415,0,NULL,0,0,11,56292,LOWE'S COMPANIES INC,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:06.9,00:58.9,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
104782,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,125,Unidentifiable Truck,NYE    ,FRTL,UNKNOWN                       ,2016,NULL,1FVHCYCY5GHHB6269,0,NULL,0,0,11,56292,LOWE'S COMPANIES INC,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:06.9,00:58.9,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
106504,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,140,T/A Tractor,NYE    ,FRTL,UNKNOWN                       ,2011,NULL,1FUJGEDR1BSAV3217,0,NULL,0,0,7,56292,LOWE'S COMPANIES INC,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:06.9,00:58.9,U,NULL,NULL,0,NULL,NULL,NULL,No Go,NULL
106732,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,125,Unidentifiable Truck,NYE    ,FRTL,UNKNOWN                       ,2017,NULL,1FVACWDT9HHHX3508,0,NULL,0,0,7,56292,LOWE'S COMPANIES INC,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:06.9,00:58.9,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
107100,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,125,Unidentifiable Truck,NYE    ,FRTL,UNKNOWN                       ,2017,NULL,1FVACWDT0HHJB2121,0,NULL,0,0,7,56292,LOWE'S COMPANIES INC,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,-5200,NULL,00:06.9,00:58.9,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
