UnitNo,Region,RegionCode,NonUtcBU,NonUtcBUCode,BU,BUCode,LocationCode,ProductLine,SAMClassCode,SAMClass,RevenueStatus,Make,Model,ModelYear,EngineModel,VIN,OdometerMiles,TermOutDate,NBV,BookLife,Age,CustomerNo,CustomerName,RatedMargin12Mo,ActualMargin12Mo,RatedMiles12Mo,ActualMiles12Mo,FinalMVAType,MVATurnInDate,MVAFinalApproval,MVAApprovalDate,EndBillDate,AccountingStatus,OSECondition,OSEStatus,DispConditionCode,DepositDate,DepositStatus,LTDMargin,LTDMiles,Modified,Created,Action,UTCAcceptedDate,UTCAcceptedLoc,DeprAmount,UTCAcceptedPL,OSCost,DeId,GoNoGo,IsRR
138323,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,125,Unidentifiable Truck,NYE    ,FRTL,UNKNOWN                       ,2017,NULL,1FVHCYCYXHHJB2019,0,NULL,0,0,28,56292,LOWE'S COMPANIES INC,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:06.9,00:58.9,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
138391,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,125,Unidentifiable Truck,NYE    ,FRTL,UNKNOWN                       ,2017,NULL,1FVACWDT0HHHX3445,101051,NULL,0,0,28,56292,LOWE'S COMPANIES INC,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:06.9,00:58.9,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
138404,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,125,Unidentifiable Truck,NYE    ,FRTL,UNKNOWN                       ,2017,ISB'10 6.3L 240/2300,1FVACWDT2HHHX3446,0,NULL,0,0,28,56292,LOWE'S COMPANIES INC,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,257100,NULL,00:06.9,00:58.9,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
138490,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,125,Unidentifiable Truck,NYE    ,ISUZ,UNKNOWN                       ,2016,NULL,54DC4W1B7GS802849,33874,NULL,0,0,28,56292,LOWE'S COMPANIES INC,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:06.9,00:58.9,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
138684,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,125,Unidentifiable Truck,NYE    ,ISUZ,UNKNOWN                       ,2016,NULL,54DC4W1B8GS802553,0,NULL,0,0,28,56292,LOWE'S COMPANIES INC,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,-5200,NULL,00:06.9,00:58.9,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
138813,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,125,Unidentifiable Truck,NYE    ,FRTL,M2 106                        ,2017,B6.7 '17 250/2400,1FVACWDT1HHJB2080,0,NULL,0,0,27,56292,LOWE'S COMPANIES INC,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,68900,NULL,00:06.9,00:58.9,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
138933,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,125,Unidentifiable Truck,NYE    ,FRTL,UNKNOWN                       ,2017,NULL,1FVACWDT4HHJB2073,0,NULL,0,0,27,56292,LOWE'S COMPANIES INC,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,15200,NULL,00:06.9,00:58.9,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
138938,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,125,Unidentifiable Truck,NYE    ,FRTL,UNKNOWN                       ,2016,NULL,1FVACWDT8GHHB6033,0,NULL,0,0,27,56292,LOWE'S COMPANIES INC,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:06.9,00:58.9,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
138957,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,125,Unidentifiable Truck,NYE    ,FRTL,UNKNOWN                       ,2016,NULL,1FVHCYCY8GHHB6248,0,NULL,0,0,27,56292,LOWE'S COMPANIES INC,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:06.9,00:58.9,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
139046,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,125,Unidentifiable Truck,NYE    ,FRTL,UNKNOWN                       ,2016,NULL,1FVACWDT2GHHB6030,83819,NULL,0,0,27,56292,LOWE'S COMPANIES INC,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:06.9,00:58.9,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
139314,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,125,Unidentifiable Truck,NLE    ,FRTL,UNKNOWN                       ,2017,NULL,1FVACWDT2HHJB2119,102009,NULL,0,0,26,56292,LOWE'S COMPANIES INC,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:06.9,00:58.9,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
139636,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,125,Unidentifiable Truck,NLE    ,FRTL,UNKNOWN                       ,2017,NULL,1FVACWDT7HHJB2147,0,NULL,0,0,25,56292,LOWE'S COMPANIES INC,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:06.9,00:58.9,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
140256,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,125,Unidentifiable Truck,NLE    ,FRTL,UNKNOWN                       ,2017,NULL,1FVHCYCY1HHJB2197,153485,NULL,0,0,24,56292,LOWE'S COMPANIES INC,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,433300,NULL,00:06.9,00:58.9,U,NULL,NULL,0,NULL,NULL,NULL,Go,NULL
140564,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,688,RPM,180,Dry Trailer,EARNING,VANG,VXP 53/162/102                ,2009,NULL,5V8VC53279M900873,11,8/31/2022 0:00,0,0,50,63757,VARIETY WHOLESALERS INC,55.56,97.47,14883,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,97.5,NULL,00:04.2,01:26.3,U,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
141305,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,125,Unidentifiable Truck,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:11.5,03:49.2,U,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
142164,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,125,Unidentifiable Truck,NULL,GDAN,DRY TRAILER                   ,2017,NULL,1GRAP0625HD467160,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:11.5,03:49.2,U,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
142248,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,180,Dry Trailer,NULL,GDAN,DRY TRAILER                   ,2017,NULL,1GRAP0628HJ661814,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:11.5,03:49.2,U,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
142249,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,180,Dry Trailer,NULL,GDAN,DRY TRAILER                   ,2017,NULL,1GRAP062XHJ661815,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:11.5,03:49.2,U,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
142250,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,180,Dry Trailer,NULL,GDAN,DRY TRAILER                   ,2017,NULL,1GRAP0621HJ661816,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:11.5,03:49.2,U,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
142251,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,180,Dry Trailer,NULL,GDAN,DRY TRAILER                   ,2017,NULL,1GRAP0623HJ661817,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:11.5,03:49.2,U,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
142252,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,125,Unidentifiable Truck,NULL,GDAN,DRY TRAILER                   ,2017,NULL,1GRAP0625HJ661818,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:11.5,03:49.2,U,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
142253,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,125,Unidentifiable Truck,NULL,GDAN,DRY TRAILER                   ,2017,NULL,1GRAP0627HJ661819,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:11.5,03:49.2,U,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
142254,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,125,Unidentifiable Truck,NULL,GDAN,DRY TRAILER                   ,2017,NULL,1GRAP0623HJ661820,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:11.5,03:49.2,U,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
142255,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,125,Unidentifiable Truck,NULL,GDAN,DRY TRAILER                   ,2017,NULL,1GRAP0625HJ661821,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:11.5,03:49.2,U,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
142256,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,125,Unidentifiable Truck,NULL,GDAN,DRY TRAILER                   ,2017,NULL,1GRAP0627HJ661822,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:11.5,03:49.2,U,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
142257,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,125,Unidentifiable Truck,NULL,GDAN,DRY TRAILER                   ,2017,NULL,1GRAP0629HJ661823,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:11.5,03:49.2,U,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
142267,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,125,Unidentifiable Truck,NULL,GDAN,DRY TRAILER                   ,2017,NULL,1GRAP0627HJ661657,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:11.5,03:49.2,U,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
142269,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,125,Unidentifiable Truck,NULL,GDAN,DRY TRAILER                   ,2017,NULL,1GRAP0627HJ661660,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:11.5,03:49.2,U,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
142270,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,125,Unidentifiable Truck,NULL,GDAN,DRY TRAILER                   ,2017,NULL,1GRAP0622HJ661663,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:11.5,03:49.2,U,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
142271,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,125,Unidentifiable Truck,NULL,GDAN,DRY TRAILER                   ,2017,NULL,1GRAP0626HJ661665,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:11.5,03:49.2,U,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
142272,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,125,Unidentifiable Truck,NULL,GDAN,DRY TRAILER                   ,2017,NULL,1GRAP062XHJ661667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:11.5,03:49.2,U,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
142273,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,125,Unidentifiable Truck,NULL,GDAN,DRY TRAILER                   ,2017,NULL,1GRAP0621HJ661671,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:11.5,03:49.2,U,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
142274,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,125,Unidentifiable Truck,NULL,GDAN,DRY TRAILER                   ,2017,NULL,1GRAP0629HJ661675,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:11.5,03:49.2,U,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
142275,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,125,Unidentifiable Truck,NULL,GDAN,DRY TRAILER                   ,2017,NULL,1GRAP0620HJ661676,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:11.5,03:49.2,U,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
142276,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,125,Unidentifiable Truck,NULL,GDAN,DRY TRAILER                   ,2017,NULL,1GRAP0622HJ661680,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:11.5,03:49.2,U,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
142277,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,125,Unidentifiable Truck,NULL,GDAN,DRY TRAILER                   ,2017,NULL,1GRAP062XHJ661684,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:11.5,03:49.2,U,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
142290,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,180,Dry Trailer,NULL,WBSH,SA102CW 53/102/162            ,2017,NULL,1JJV532D6HL984751,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:11.5,03:49.2,U,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
142292,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,125,Unidentifiable Truck,NULL,WBSH,SA102CW 53/102/162            ,2017,NULL,1JJV532D0HL984759,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:11.5,03:49.2,U,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
144957,FMS EAST REGION,3450,DMV CBU,3311,DMV CBU,3311,522,RPM,10,Panel Van or Pickup,NYE    ,CHEV,SILVERADO 2500                ,2014,5.7,1GB0CVCGXEF173238,0,NULL,0,0,50,56292,LOWE'S COMPANIES INC,0,0,50000,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:01.4,01:07.6,U,NULL,NULL,0,NULL,NULL,NULL,No Go,NULL
144972,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,10,Panel Van or Pickup,NYE    ,CHEV,SILVERADO 2500                ,2014,5.7,1GB0CVCG4EF168892,0,NULL,0,0,50,56292,LOWE'S COMPANIES INC,0,0,50000,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:01.4,01:07.6,U,NULL,NULL,0,NULL,NULL,NULL,No Go,NULL
144975,FMS EAST REGION,3450,CAROLINAS CBU,3325,CAROLINAS CBU,3325,238,RPM,10,Panel Van or Pickup,NYE    ,CHEV,SILVERADO 2500                ,2014,5.7,1GB0CVCGXEF173126,0,NULL,0,0,50,56292,LOWE'S COMPANIES INC,0,0,50000,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:01.4,01:07.6,U,NULL,NULL,0,NULL,NULL,NULL,No Go,NULL
144977,FMS EAST REGION,3450,GEORGIA CBU,3339,GEORGIA CBU,3339,253,RPM,10,Panel Van or Pickup,NYE    ,CHEV,SILVERADO 2500                ,2014,5.7,1GB0CVCG3EF174263,0,NULL,0,0,50,56292,LOWE'S COMPANIES INC,0,0,50000,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:01.4,01:07.6,U,NULL,NULL,0,NULL,NULL,NULL,No Go,NULL
144984,CENTRAL REGION,3472,BLUEGRASS CBU,3087,BLUEGRASS CBU,3087,372,RPM,10,Panel Van or Pickup,NYE    ,CHEV,SILVERADO 2500                ,2014,5.7,1GB0CVCG1EF173838,0,NULL,0,0,50,56292,LOWE'S COMPANIES INC,0,0,50000,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:01.4,01:07.6,U,NULL,NULL,0,NULL,NULL,NULL,No Go,NULL
144985,CENTRAL REGION,3472,BLUEGRASS CBU,3087,BLUEGRASS CBU,3087,322,RPM,10,Panel Van or Pickup,NYE    ,CHEV,SILVERADO 2500                ,2014,5.7,1GB0CVCG3EF171492,0,NULL,0,0,50,56292,LOWE'S COMPANIES INC,0,0,50000,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:01.4,01:07.6,U,NULL,NULL,0,NULL,NULL,NULL,No Go,NULL
144986,CENTRAL REGION,3472,GREAT LAKES CBU,3037,GREAT LAKES CBU,3037,639,RPM,10,Panel Van or Pickup,NYE    ,CHEV,SILVERADO 2500                ,2014,5.7,1GB0CVCG6EF169347,0,NULL,0,0,50,56292,LOWE'S COMPANIES INC,0,0,50000,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:01.4,01:07.6,U,NULL,NULL,0,NULL,NULL,NULL,No Go,NULL
144991,CENTRAL REGION,3472,GULF COAST CBU,3028,GULF COAST CBU,3028,341,RPM,10,Panel Van or Pickup,NYE    ,CHEV,SILVERADO 2500                ,2014,5.7,1GB0CVCG0EF171918,0,NULL,0,0,50,56292,LOWE'S COMPANIES INC,0,0,50000,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:01.4,01:07.6,U,NULL,NULL,0,NULL,NULL,NULL,No Go,NULL
144993,WEST REGION,3488,SOUTHERN PLAINS CBU,3112,SOUTHERN PLAINS CBU,3112,544,RPM,10,Panel Van or Pickup,NYE    ,CHEV,SILVERADO 2500                ,2014,5.7,1GB0CVCG1EF169076,0,NULL,0,0,50,56292,LOWE'S COMPANIES INC,0,0,50000,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:01.4,01:07.6,U,NULL,NULL,0,NULL,NULL,NULL,No Go,NULL
144998,CENTRAL REGION,3472,MID SOUTH CBU,3092,MID SOUTH CBU,3092,395,RPM,10,Panel Van or Pickup,NYE    ,CHEV,SILVERADO 2500                ,2014,5.7,1GB0CVCG4EF174756,0,NULL,0,0,50,56292,LOWE'S COMPANIES INC,0,0,50000,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:01.4,01:07.6,U,NULL,NULL,0,NULL,NULL,NULL,No Go,NULL
145003,FMS EAST REGION,3450,FLORIDA CBU,3343,FLORIDA CBU,3343,269,RPM,10,Panel Van or Pickup,NYE    ,CHEV,SILVERADO 2500                ,2014,5.7,1GB0CVCG3EF169080,0,NULL,0,0,50,56292,LOWE'S COMPANIES INC,0,0,50000,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:01.4,01:07.6,U,NULL,NULL,0,NULL,NULL,NULL,No Go,NULL
145007,FMS EAST REGION,3450,PENN NY CBU,3288,PENN NY CBU,3288,2699,RPM,10,Panel Van or Pickup,NYE    ,CHEV,SILVERADO 2500                ,2014,5.7,1GB0CVCG3EF171928,0,NULL,0,0,50,56292,LOWE'S COMPANIES INC,0,0,50000,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:01.4,01:07.6,U,NULL,NULL,0,NULL,NULL,NULL,No Go,NULL
145009,FMS EAST REGION,3450,PENN NY CBU,3288,PENN NY CBU,3288,605,RPM,10,Panel Van or Pickup,NYE    ,CHEV,SILVERADO 2500                ,2014,5.7,1GB0CVCG6EF169820,0,NULL,0,0,50,56292,LOWE'S COMPANIES INC,0,0,50000,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:01.4,01:07.6,U,NULL,NULL,0,NULL,NULL,NULL,No Go,NULL
145012,CENTRAL REGION,3472,BLUEGRASS CBU,3087,BLUEGRASS CBU,3087,462,RPM,10,Panel Van or Pickup,NYE    ,CHEV,SILVERADO 2500                ,2014,5.7,1GB0CVCG7EF170524,0,NULL,0,0,50,56292,LOWE'S COMPANIES INC,0,0,50000,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:01.4,01:07.6,U,NULL,NULL,0,NULL,NULL,NULL,No Go,NULL
145019,FMS EAST REGION,3450,DMV CBU,3311,DMV CBU,3311,97,RPM,10,Panel Van or Pickup,NYE    ,CHEV,SILVERADO 2500                ,2014,5.7,1GB0CVCG6EF171230,0,NULL,0,0,50,56292,LOWE'S COMPANIES INC,0,0,50000,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:01.4,01:07.6,U,NULL,NULL,0,NULL,NULL,NULL,No Go,NULL
145025,FMS EAST REGION,3450,LONG ISLAND CBU,3249,LONG ISLAND CBU,3249,866,RPM,10,Panel Van or Pickup,NYE    ,CHEV,SILVERADO 2500                ,2014,5.7,1GB0CVCG5EF174247,0,NULL,0,0,50,56292,LOWE'S COMPANIES INC,0,0,50000,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:01.4,01:07.6,U,NULL,NULL,0,NULL,NULL,NULL,No Go,NULL
145027,FMS EAST REGION,3450,FLORIDA CBU,3343,FLORIDA CBU,3343,235,RPM,10,Panel Van or Pickup,NYE    ,CHEV,SILVERADO 2500                ,2014,5.7,1GB0CVCG6EF169235,0,NULL,0,0,50,56292,LOWE'S COMPANIES INC,0,0,50000,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:01.4,01:07.6,U,NULL,NULL,0,NULL,NULL,NULL,No Go,NULL
145034,FMS EAST REGION,3450,FLORIDA CBU,3343,FLORIDA CBU,3343,272,RPM,10,Panel Van or Pickup,NYE    ,CHEV,SILVERADO 2500                ,2014,5.7,1GB0CVCG7EF171785,0,NULL,0,0,50,56292,LOWE'S COMPANIES INC,0,0,50000,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:01.4,01:07.6,U,NULL,NULL,0,NULL,NULL,NULL,No Go,NULL
145035,WEST REGION,3488,SOUTH TEXAS CBU,3121,SOUTH TEXAS CBU,3121,320,RPM,10,Panel Van or Pickup,NYE    ,CHEV,SILVERADO 2500                ,2014,5.7,1GB0CVCG6EF175309,0,NULL,0,0,50,56292,LOWE'S COMPANIES INC,0,0,50000,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:01.4,01:07.6,U,NULL,NULL,0,NULL,NULL,NULL,No Go,NULL
145042,WEST REGION,3488,GREAT PLAINS CBU,3139,GREAT PLAINS CBU,3139,221,RPM,10,Panel Van or Pickup,NYE    ,CHEV,SILVERADO 2500                ,2014,5.7,1GB0CVCG6EF171664,0,NULL,0,0,50,56292,LOWE'S COMPANIES INC,0,0,50000,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,NULL,00:01.4,01:07.6,U,NULL,NULL,0,NULL,NULL,NULL,No Go,NULL
