vehicle_grp,class,age_acpt,proceeds,age_sale,age_sale_grp,cond_code,days_on_lot,Ask,Take,Proceed_Over_Ask,Proceed_Over_Take,LOCATION_CODE__c,y
TRUCK,21,69,10500,75,073 - 078,10,181,23670,21670,0.443599493,0.48454084,2688,0
TRUCK,60,81,21000,87,085 - 090,50,195,30145,27145,0.696632941,0.773623135,3274,0
TRACTOR,170,83,28900,88,085 - 090,10,137,32712,29712,0.883467841,0.972670975,3274,0
TRACTOR,140,83,10000,92,091 - 096,50,277,26233,23233,0.381199253,0.430422244,2785,1
TRUCK,50,83,12500,97,097 - 102,10,455,35336,32336,0.353746887,0.386566056,2785,1
TRACTOR,140,78,15500,85,085 - 090,50,201,35409,32409,0.437741817,0.478262211,2619,1
TRACTOR,140,96,18999,102,097 - 102,50,188,37761,34761,0.503138158,0.546560801,2682,0
TRUCK,30,108,10200,109,109 - 114,50,35,16249,14249,0.627730937,0.715839708,3227,0
TRUCK,60,70,8100,80,079 - 084,10,324,28900,25900,0.280276817,0.312741313,2408,1
TRACTOR,170,86,19495,89,085 - 090,50,75,27079,24079,0.719930574,0.809626646,2686,0
TRUCK,60,109,22000,111,109 - 114,50,77,33854,30854,0.649849353,0.713035587,2751,0
TRUCK,50,88,18968,94,091 - 096,50,184,23618,20618,0.803116267,0.919972839,3227,0
TRUCK,60,94,3805,97,097 - 102,30,82,15000,12000,0.253666667,0.317083333,2756,0
TRACTOR,140,73,17600,86,085 - 090,10,399,32826,29826,0.536160361,0.590089184,2447,0
TRACTOR,140,95,24000,96,091 - 096,10,41,28494,25494,0.842282586,0.941397976,2772,0
TRUCK,90,54,16500,57,055 - 060,10,97,23500,20500,0.70212766,0.804878049,2785,1
TRUCK,30,74,7200,84,079 - 084,10,303,25746,23746,0.279655092,0.303208962,2785,1
TRUCK,50,76,9500,82,079 - 084,10,193,30471,27471,0.311771849,0.345819228,3408,1
TRACTOR,170,75,18500,82,079 - 084,10,188,35024,32024,0.528209228,0.577691731,3408,1
TRUCK,60,101,27000,105,103 - 108,10,119,38900,35900,0.694087404,0.752089137,2785,1
TRUCK,30,71,11700,78,073 - 078,10,213,30200,27200,0.387417219,0.430147059,2785,1
TRUCK,90,93,13000,102,097 - 102,10,260,28000,25000,0.464285714,0.52,2785,1
TRAILER,200,118,11039,119,115 - 120,50,54,15400,14400,0.716818182,0.766597222,2445,0
TRACTOR,130,93,6905,96,091 - 096,30,96,18084,15084,0.381829241,0.457769822,2445,0
TRACTOR,150,62,24750,71,067 - 072,10,258,34250,31250,0.722627737,0.792,2785,1
TRUCK,10,69,13166,69,067 - 072,10,4,13785,11785,0.955096119,1.11718286,1328,0
TRACTOR,140,107,17000,113,109 - 114,10,179,28632,25632,0.593741269,0.663233458,2785,1
TRACTOR,170,93,24495,103,103 - 108,50,291,29930,26930,0.818409623,0.909580394,2756,0
TRACTOR,170,86,28111,95,091 - 096,10,272,39034,36034,0.720167034,0.780124327,2445,0
TRUCK,60,79,31495,86,085 - 090,10,207,37722,34722,0.834923917,0.907061805,3172,0
TRUCK,90,85,18000,91,091 - 096,10,174,24000,21000,0.75,0.857142857,2382,0
TRAILER,180,132,12220,133,133 - 138,50,55,14345,13345,0.851864761,0.915698764,3227,0
TRUCK,80,74,12105,89,085 - 090,10,477,37104,34104,0.326245149,0.354943702,2785,1
TRAILER,200,113,11750,115,115 - 120,50,41,16000,15000,0.734375,0.783333333,2344,0
TRUCK,60,84,24900,90,085 - 090,10,178,34029,31029,0.73172882,0.802475104,2785,1
TRAILER,180,127,10500,130,127 - 132,10,97,12250,11250,0.857142857,0.933333333,2445,0
TRACTOR,170,84,17300,91,091 - 096,50,224,43779,38779,0.395166632,0.446117744,2768,0
TRAILER,180,134,10000,134,133 - 138,50,-8,15200,14200,0.657894737,0.704225352,3408,1
TRACTOR,140,96,23600,102,097 - 102,10,185,37003,34003,0.637786125,0.694056407,2785,1
TRACTOR,170,37,34000,46,043 - 048,10,253,55069,50069,0.617407253,0.679062893,3123,0
TRUCK,21,39,13000,46,043 - 048,50,212,31329,30329,0.414951004,0.428632662,2785,1
TRUCK,70,58,37500,58,055 - 060,10,1,39946,36946,0.938767336,1.014994857,2386,0
TRACTOR,130,124,15500,129,127 - 132,50,149,28750,25750,0.539130435,0.601941748,2619,1
TRACTOR,170,62,4950,71,067 - 072,30,272,13595,12595,0.36410445,0.3930131,2682,0
TRUCK,90,72,18000,73,073 - 078,10,32,22090,22090,0.814848348,0.814848348,2686,0
TRUCK,70,40,22000,47,043 - 048,10,209,51320,48320,0.428682775,0.455298013,3408,1
TRUCK,60,78,5000,78,073 - 078,30,7,6995,6995,0.714796283,0.714796283,3274,0
TRUCK,60,67,17200,73,073 - 078,10,199,44655,43655,0.385175232,0.393998397,3408,1
TRACTOR,140,67,26000,73,073 - 078,10,208,32427,31427,0.801800968,0.827314093,2444,0
TRUCK,60,78,16400,82,079 - 084,50,100,20364,20364,0.805342762,0.805342762,3227,0
TRACTOR,130,108,25000,112,109 - 114,10,107,28273,26273,0.884235843,0.951547216,2495,0
TRACTOR,140,118,27500,119,115 - 120,10,34,40325,37325,0.681959083,0.736771601,2725,0
TRUCK,110,79,9200,85,085 - 090,10,199,49200,48200,0.18699187,0.190871369,2785,1
TRUCK,50,73,12000,81,079 - 084,10,245,29162,26162,0.411494411,0.458680529,2785,1
TRACTOR,140,68,28250,79,079 - 084,10,348,43060,40060,0.65606131,0.705192212,2408,1
TRUCK,50,34,44800,35,031 - 036,10,49,39900,36900,1.122807018,1.214092141,2682,0
TRUCK,50,99,10500,107,103 - 108,10,221,25087,22087,0.418543469,0.475392765,2408,1
TRACTOR,140,112,19500,119,115 - 120,50,209,34704,31704,0.561894882,0.615064345,2785,1
TRUCK,80,104,21090,105,103 - 108,10,20,26425,23425,0.798107852,0.900320171,2027,0
TRUCK,110,67,32500,69,067 - 072,50,51,46208,43208,0.703341413,0.752175523,2392,0
TRUCK,110,60,37500,67,067 - 072,10,215,54527,51527,0.687732683,0.727773789,2389,0
TRACTOR,170,50,27000,58,055 - 060,10,231,50240,47240,0.537420382,0.571549534,2408,1
TRACTOR,140,74,21750,81,079 - 084,10,194,40058,37058,0.542962704,0.586917805,3408,1
TRACTOR,140,90,23905,98,097 - 102,10,245,35875,32875,0.666341463,0.727148289,2445,0
TRUCK,90,51,29575,52,049 - 054,10,33,32081,29081,0.921885228,1.016987036,3377,0
TRUCK,100,81,24750,87,085 - 090,10,197,48500,47500,0.510309278,0.521052632,3408,1
TRACTOR,170,76,36647,78,073 - 078,10,50,41575,38575,0.881467228,0.950019443,3227,0
TRACTOR,170,75,25500,83,079 - 084,10,246,42079,39079,0.606002994,0.652524374,3408,1
TRUCK,60,81,12000,87,085 - 090,10,187,30700,29700,0.390879479,0.404040404,2785,1
TRACTOR,140,127,24000,129,127 - 132,50,65,29962,26962,0.801014619,0.890141681,1328,0
TRAILER,200,81,25900,83,079 - 084,10,33,23750,22750,1.090526316,1.138461539,3403,0
TRACTOR,140,108,25000,115,115 - 120,10,208,38322,35322,0.652366787,0.707774192,2438,0
TRUCK,10,69,14945,70,067 - 072,10,26,19200,18200,0.778385417,0.821153846,3408,1
TRUCK,21,83,18700,84,079 - 084,50,27,23670,22670,0.790029573,0.824878694,2447,0
TRUCK,60,118,7500,118,115 - 120,30,8,28072,25072,0.267170134,0.299138481,2756,0
TRUCK,110,111,7000,112,109 - 114,30,27,32930,29930,0.212572123,0.233879051,2785,1
TRACTOR,170,85,36000,86,085 - 090,10,50,44909,38909,0.801621056,0.925235807,2344,0
TRACTOR,130,110,21806,115,115 - 120,10,177,27920,25920,0.781017192,0.841280864,2444,0
TRACTOR,130,111,22206,116,115 - 120,10,135,28286,26286,0.785052676,0.844784296,2444,0
TRACTOR,170,127,27905,129,127 - 132,50,48,34195,31195,0.816054979,0.894534381,2408,1
TRACTOR,140,116,17000,123,121 - 126,10,217,32756,29756,0.518988888,0.571313349,2785,1
TRAILER,180,116,7250,117,115 - 120,50,33,11875,10875,0.610526316,0.666666667,2443,0
TRACTOR,140,85,15570,90,085 - 090,50,140,30555,29555,0.509572901,0.526814414,3227,0
TRUCK,31,54,22000,54,049 - 054,10,5,18200,17200,1.208791209,1.279069767,3397,0
TRUCK,30,70,17000,75,073 - 078,10,172,21851,19851,0.77799643,0.856380031,2772,0
TRACTOR,140,89,15000,95,091 - 096,10,185,32042,31042,0.468135572,0.483216288,2785,1
TRACTOR,170,69,29591,74,073 - 078,50,179,34284,31284,0.863113989,0.945882879,2386,0
TRACTOR,130,106,15105,114,109 - 114,10,222,24192,22192,0.62437996,0.680650685,3069,0
TRAILER,180,132,8500,132,127 - 132,30,8,9433,8433,0.901091911,1.007944978,2380,0
TRAILER,190,143,2000,144,139 - 144,30,15,6278,5278,0.318572794,0.378931413,2709,0
TRAILER,200,129,4000,129,127 - 132,30,13,15875,14875,0.251968504,0.268907563,2438,0
TRUCK,100,78,25750,92,091 - 096,50,438,36127,35127,0.712763307,0.733054346,3227,0
TRUCK,60,110,24755,112,109 - 114,10,54,30200,27200,0.819701987,0.910110294,2483,0
TRAILER,200,135,7660,136,133 - 138,50,46,11500,10500,0.666086957,0.72952381,2386,0
TRACTOR,140,121,27001,125,121 - 126,10,125,35669,32669,0.756987861,0.826502189,2483,0
TRACTOR,140,100,18000,107,103 - 108,10,211,40750,37750,0.441717791,0.476821192,3408,1
TRACTOR,132,112,14000,119,115 - 120,10,211,25414,22414,0.550877469,0.624609619,2408,1
TRUCK,60,81,33633,82,079 - 084,10,16,35787,32787,0.939810546,1.02580291,2771,0
TRACTOR,140,81,26950,87,085 - 090,10,188,49394,46394,0.545612828,0.580894081,2785,1
TRAILER,180,121,16000,122,121 - 126,10,25,17000,16000,0.941176471,1,3280,0
TRUCK,50,76,16250,83,079 - 084,10,205,35400,32400,0.459039548,0.50154321,2785,1
TRUCK,50,74,17000,79,079 - 084,10,174,35400,32400,0.480225989,0.524691358,2785,1
TRACTOR,130,133,11050,135,133 - 138,10,38,13000,11000,0.85,1.004545455,2616,0
TRUCK,10,146,500,157,157 - 162,30,312,6433,4433,0.077724234,0.112790435,2495,0
TRUCK,50,84,19500,91,091 - 096,50,222,30703,27703,0.63511709,0.703894885,2446,0
TRAILER,190,129,6000,129,127 - 132,30,3,12647,10647,0.474420811,0.563539025,2688,0
TRUCK,60,85,21905,87,085 - 090,50,36,30129,27129,0.727040393,0.807438534,2344,0
TRACTOR,132,109,21000,112,109 - 114,10,91,35559,32559,0.590567789,0.644982954,2389,0
TRAILER,180,134,3500,134,133 - 138,30,8,10590,9590,0.330500472,0.364963504,2445,0
TRUCK,50,92,8000,93,091 - 096,30,29,28267,25267,0.283015531,0.316618514,2785,1
TRUCK,30,94,17300,94,091 - 096,10,12,19826,18826,0.872591547,0.918941889,3227,0
TRUCK,60,102,22400,104,103 - 108,10,50,22150,19150,1.011286682,1.169712794,3403,0
TRUCK,60,93,18250,95,091 - 096,10,41,23063,20063,0.791310758,0.909634651,3397,0
TRUCK,50,115,14900,120,115 - 120,50,125,24853,21853,0.599525208,0.681828582,2756,0
TRUCK,100,97,29405,97,097 - 102,10,2,34100,31100,0.862316716,0.945498392,2344,0
TRAILER,180,139,11762,139,139 - 144,40,13,12857,11857,0.914832387,0.991987855,3408,1
TRACTOR,170,90,39890,92,091 - 096,10,61,44890,39890,0.888616618,1,3274,0
TRUCK,30,82,4500,97,097 - 102,30,434,22817,20817,0.19722137,0.216169477,2750,0
TRUCK,90,97,24411,101,097 - 102,10,112,27381,24381,0.891530623,1.001230466,2445,0
TRUCK,21,70,13200,76,073 - 078,10,179,23747,21747,0.555859688,0.606980273,2408,1
TRUCK,90,51,16000,56,055 - 060,10,161,37600,37600,0.425531915,0.425531915,2785,1
TRACTOR,140,100,29500,103,103 - 108,10,78,35645,32645,0.827605555,0.903660591,2686,0
TRUCK,60,87,28750,92,091 - 096,10,145,44900,41900,0.640311804,0.686157518,2785,1
TRUCK,60,87,32300,93,091 - 096,10,182,40217,37217,0.80314295,0.867882957,3403,0
TRACTOR,170,48,7500,48,043 - 048,30,4,55526,52526,0.135071858,0.14278643,2389,0
TRAILER,180,125,4000,140,139 - 144,50,453,7234,6234,0.552944429,0.641642605,2438,0
TRACTOR,140,62,39700,65,061 - 066,10,107,47000,44000,0.844680851,0.902272727,3403,0
TRACTOR,140,67,15005,69,067 - 072,30,51,24995,23995,0.600320064,0.625338612,3123,0
TRAILER,180,151,2549,151,151 - 156,30,3,11675,10675,0.218329765,0.238782201,2682,0
TRAILER,180,152,15000,153,151 - 156,10,29,16250,15250,0.923076923,0.983606557,2443,0
TRAILER,180,144,2500,153,151 - 156,30,284,9054,8054,0.276121052,0.310404768,2443,0
TRUCK,60,108,22500,108,103 - 108,50,7,31220,28220,0.720691864,0.797306875,2403,0
TRUCK,60,73,37915,78,073 - 078,10,143,42900,39900,0.883799534,0.950250627,2566,0
TRUCK,60,63,28500,70,067 - 072,10,231,43592,40592,0.653789686,0.70210879,2444,0
TRACTOR,130,79,22500,86,085 - 090,10,200,29140,27140,0.772134523,0.829034635,2392,0
TRUCK,70,86,23624,91,091 - 096,10,181,32902,30902,0.718011063,0.764481263,2445,0
TRACTOR,130,116,7000,116,115 - 120,30,2,28888,26888,0.242315148,0.260339185,1328,0
TRAILER,190,125,8750,127,127 - 132,50,42,13000,12000,0.673076923,0.729166667,2408,1
TRAILER,200,94,9000,104,103 - 108,10,313,26105,24105,0.34476154,0.373366522,2768,0
TRUCK,30,95,20500,96,091 - 096,10,22,23680,22680,0.86570946,0.903880071,3227,0
TRUCK,60,82,20500,86,085 - 090,10,143,38346,35346,0.534605956,0.579980762,2785,1
TRACTOR,131,101,38500,106,103 - 108,10,145,51000,48000,0.754901961,0.802083333,2443,0
TRUCK,50,60,6000,66,061 - 066,50,191,26058,25058,0.230255584,0.239444489,2619,1
TRUCK,31,67,750,68,067 - 072,30,58,17997,16997,0.041673612,0.044125434,3403,0
TRUCK,70,76,38999,78,073 - 078,10,64,42370,41370,0.92043899,0.942687938,2768,0
TRACTOR,130,66,13000,76,073 - 078,10,317,26779,25779,0.485455021,0.504286435,2619,1
TRAILER,180,123,8995,138,133 - 138,10,452,10835,9835,0.830179972,0.914590747,3284,0
TRUCK,110,66,39500,69,067 - 072,10,98,42329,39329,0.933166387,1.004347937,2382,0
TRUCK,30,66,15750,71,067 - 072,10,172,26606,25606,0.591971736,0.615090213,2785,1
TRACTOR,140,53,24250,60,055 - 060,10,211,39971,36971,0.60668985,0.655919505,2619,1
TRUCK,110,73,41400,73,073 - 078,10,20,48937,45937,0.845985655,0.901234299,3403,0
TRUCK,90,77,12700,83,079 - 084,10,208,36286,36286,0.349997244,0.349997244,2619,1
TRUCK,70,57,44100,58,055 - 060,10,18,49106,46106,0.898057264,0.956491563,2771,0
TRUCK,60,71,37791,77,073 - 078,10,160,43908,42908,0.86068598,0.880744849,3227,0
TRACTOR,140,71,29696,72,067 - 072,10,44,33496,30496,0.886553618,0.973767051,2389,0
TRACTOR,130,90,16000,104,103 - 108,10,424,31255,28255,0.511918093,0.566271456,2709,0
TRACTOR,140,52,27000,60,055 - 060,10,240,47316,44316,0.570631499,0.609260764,2408,1
TRACTOR,140,112,21000,119,115 - 120,10,202,37469,34469,0.560463316,0.609243088,2785,1
TRAILER,200,136,1750,137,133 - 138,30,26,9050,8050,0.193370166,0.217391304,2344,0
TRACTOR,140,86,12500,90,085 - 090,10,122,33515,32515,0.372967328,0.384437952,2785,1
TRUCK,30,79,4350,92,091 - 096,30,387,27250,26250,0.159633028,0.165714286,2785,1
TRUCK,50,64,18250,72,067 - 072,10,252,39331,36331,0.464010577,0.502325837,3408,1
TRUCK,20,57,16000,60,055 - 060,10,94,28000,26000,0.571428571,0.615384615,2408,1
TRACTOR,140,55,24000,69,067 - 072,10,442,43790,40790,0.548070336,0.588379505,3408,1
TRACTOR,170,44,25000,56,055 - 060,10,344,45881,42881,0.544887862,0.583008792,2619,1
TRUCK,30,86,14500,87,085 - 090,10,50,18466,16466,0.785226904,0.880602454,3274,0
TRAILER,200,134,5700,134,133 - 138,30,2,8000,7000,0.7125,0.814285714,2768,0
TRUCK,20,32,21900,34,031 - 036,10,49,23311,21311,0.939470636,1.027638309,2756,0
TRUCK,30,77,12250,86,085 - 090,10,274,22726,21726,0.539030186,0.56384056,2785,1
TRACTOR,130,95,26000,100,097 - 102,10,152,33728,30728,0.770872865,0.846133819,2446,0
TRAILER,180,139,5487,141,139 - 144,50,48,7545,6545,0.727236581,0.838349885,2709,0
TRACTOR,130,109,11500,122,121 - 126,10,412,25592,23592,0.449359175,0.487453374,3408,1
TRUCK,100,64,20500,71,067 - 072,10,197,42386,39386,0.483650262,0.520489514,2408,1
TRACTOR,170,93,27905,94,091 - 096,10,32,32482,31482,0.859091189,0.886379519,3227,0
TRUCK,80,79,11403,88,085 - 090,10,270,35615,32615,0.320174084,0.349624406,2785,1
TRACTOR,170,79,39950,80,079 - 084,10,29,45865,42865,0.871034558,0.931995801,3227,0
TRUCK,90,75,32000,76,073 - 078,50,56,42479,39479,0.753313402,0.810557512,2382,0
TRUCK,60,91,16150,91,091 - 096,50,11,20862,20862,0.774134791,0.774134791,3227,0
TRACTOR,140,115,21000,123,121 - 126,10,237,36043,33043,0.582637405,0.635535514,2408,1
TRUCK,60,57,29700,59,055 - 060,10,40,35950,32950,0.826147427,0.901365706,3403,0
TRUCK,90,79,29500,85,085 - 090,10,175,38444,35444,0.767349912,0.832298838,3274,0
TRAILER,200,148,3355,149,145 - 150,30,21,7650,6650,0.438562092,0.504511278,2756,0
TRACTOR,140,116,36305,116,115 - 120,10,1,39083,36083,0.928920503,1.006152482,2772,0
TRACTOR,130,86,23825,88,085 - 090,50,52,32500,29500,0.733076923,0.807627119,2404,0
TRUCK,10,67,3000,71,067 - 072,30,132,20600,19600,0.145631068,0.153061225,2754,0
TRAILER,180,137,6000,137,133 - 138,50,27,8755,7755,0.685322673,0.773694391,3289,0
TRAILER,180,141,7695,144,139 - 144,50,94,15700,14700,0.490127389,0.523469388,3408,1
TRUCK,90,75,31200,79,079 - 084,10,137,34054,31054,0.916191931,1.004701488,2443,0
TRUCK,21,81,11000,90,085 - 090,10,274,25557,23557,0.430410455,0.466952498,2785,1
TRACTOR,170,86,31775,87,085 - 090,10,25,38474,35474,0.825882414,0.895726448,2686,0
TRACTOR,140,80,32782,86,085 - 090,10,203,35182,32182,0.931783298,1.018643963,2756,0
TRUCK,30,68,26000,71,067 - 072,10,94,30258,28258,0.859276886,0.920093425,1328,0
TRUCK,60,71,22420,86,085 - 090,10,446,40351,37351,0.555624396,0.600251667,2709,0
TRUCK,60,63,23000,69,067 - 072,10,194,41540,38540,0.553683197,0.596782564,2785,1
TRUCK,60,61,20900,68,067 - 072,10,189,47476,44476,0.440222428,0.469916359,2785,1
TRUCK,110,79,40100,81,079 - 084,10,41,46652,43652,0.85955586,0.918629158,2709,0
TRAILER,180,156,6000,157,157 - 162,30,32,11700,10700,0.512820513,0.560747664,2382,0
TRACTOR,130,115,13700,123,121 - 126,10,259,26224,24224,0.522422209,0.565554822,2619,1
TRUCK,60,98,15500,102,097 - 102,10,115,23650,20650,0.655391121,0.750605327,3408,1
TRAILER,200,131,4995,137,133 - 138,50,174,7500,6500,0.666,0.768461539,3227,0
TRACTOR,140,90,28000,99,097 - 102,10,280,39340,36340,0.711743772,0.770500826,3381,0
TRUCK,60,136,23500,139,139 - 144,10,65,29980,25980,0.783855904,0.904541955,2443,0
TRUCK,60,83,23000,85,085 - 090,50,43,30295,27295,0.759201188,0.842645173,3227,0
TRUCK,50,161,1805,162,157 - 162,30,43,22000,19000,0.082045455,0.095,2756,0
TRUCK,20,148,2000,148,145 - 150,30,12,37860,34860,0.052826202,0.057372347,2754,0
TRACTOR,170,133,23500,140,139 - 144,10,241,31039,26039,0.75711202,0.902492415,3123,0
TRACTOR,140,137,18000,142,139 - 144,10,152,32862,29862,0.547745116,0.602772755,3381,1
TRACTOR,130,122,15700,133,133 - 138,10,335,24332,22332,0.645240835,0.703027046,2686,0
TRACTOR,140,84,35000,87,085 - 090,10,97,38249,35249,0.915056603,0.99293597,3381,0
TRAILER,190,109,3501,111,109 - 114,30,56,9778,8778,0.358048681,0.398838004,2444,0
TRACTOR,170,62,34750,70,067 - 072,10,239,52447,49447,0.662573646,0.702772666,2447,0
TRAILER,190,105,13000,105,103 - 108,10,7,27750,25750,0.468468469,0.504854369,2443,0
TRAILER,180,123,12500,124,121 - 126,10,20,12500,11500,1,1.086956522,2768,0
TRUCK,10,126,750,127,127 - 132,30,30,15200,13200,0.049342105,0.056818182,2756,0
TRAILER,200,112,7000,112,109 - 114,30,14,15000,14000,0.466666667,0.5,2686,0
TRAILER,200,120,3925,123,121 - 126,30,88,8175,7175,0.480122324,0.547038328,2619,1
TRUCK,30,105,15905,107,103 - 108,10,41,18575,16575,0.856258412,0.959577677,3289,0
TRUCK,30,111,7950,119,115 - 120,10,267,22861,20861,0.347753817,0.381093907,2619,1
TRUCK,30,92,20566,95,091 - 096,10,92,22415,19415,0.917510596,1.059284059,2771,0
TRACTOR,140,105,20605,108,103 - 108,50,98,28703,25703,0.717869212,0.801657394,2756,0
TRACTOR,130,116,10750,131,127 - 132,10,459,23278,21278,0.461809434,0.505216656,2785,1
TRAILER,180,125,8500,134,133 - 138,50,268,10775,9775,0.788863109,0.869565217,2686,0
TRUCK,50,90,24760,91,091 - 096,10,10,24760,21760,1,1.137867647,3289,0
TRAILER,180,122,11000,124,121 - 126,10,79,12250,11250,0.897959184,0.977777778,2344,0
TRAILER,180,121,11000,122,121 - 126,10,31,16250,15250,0.676923077,0.721311475,2566,0
TRUCK,70,90,25995,100,097 - 102,10,304,34835,32835,0.746232238,0.791685701,3403,0
TRACTOR,130,118,14750,124,121 - 126,10,181,26235,24235,0.562226034,0.608623891,2408,1
TRAILER,200,142,9450,143,139 - 144,50,22,12105,11105,0.780669145,0.850968032,2686,0
TRUCK,70,65,15100,70,067 - 072,10,164,24167,23167,0.624818968,0.651789183,2389,0
TRACTOR,140,65,12000,72,067 - 072,50,215,23220,22220,0.516795866,0.540054005,2619,1
TRACTOR,140,107,33000,109,109 - 114,10,78,39500,36500,0.835443038,0.904109589,2446,0
TRUCK,60,111,24836,115,115 - 120,10,112,35045,31045,0.708688829,0.8,3196,0
TRAILER,180,149,6999,151,151 - 156,50,62,11370,10370,0.615567282,0.674927676,3196,0
TRAILER,200,125,4700,126,121 - 126,30,23,9400,8400,0.5,0.55952381,3289,0
TRAILER,190,104,17095,107,103 - 108,10,97,28000,26000,0.610535714,0.6575,3123,0
TRAILER,180,144,9000,155,151 - 156,10,305,11500,10500,0.782608696,0.857142857,2567,0
TRAILER,180,155,3500,156,151 - 156,30,20,8350,7350,0.419161677,0.476190476,3289,0
TRAILER,180,139,8605,140,139 - 144,50,15,16200,15200,0.53117284,0.566118421,3408,1
TRUCK,60,117,28812,119,115 - 120,10,61,31812,28812,0.905695964,1,3227,0
TRUCK,21,93,13900,98,097 - 102,10,157,18255,16255,0.761435223,0.855121501,3377,0
TRAILER,180,129,1500,130,127 - 132,30,15,9750,8750,0.153846154,0.171428571,2495,0
TRAILER,180,124,11795,125,121 - 126,50,17,13700,12700,0.860948905,0.928740158,3227,0
TRUCK,31,67,25000,80,079 - 084,10,393,34348,31348,0.727844416,0.797499043,2686,0
TRUCK,60,107,29505,111,109 - 114,10,112,34917,31917,0.845003866,0.924428988,2756,0
TRUCK,60,103,30835,107,103 - 108,10,139,33680,30680,0.915528504,1.005052151,2447,0
TRACTOR,130,122,14000,128,127 - 132,10,188,26165,24165,0.535065928,0.5793503,2408,1
TRUCK,60,111,24200,111,109 - 114,50,2,36500,33500,0.663013699,0.72238806,2382,0
TRUCK,10,55,9500,58,055 - 060,50,110,21200,20200,0.448113208,0.47029703,2682,0
TRACTOR,130,61,30000,64,061 - 066,10,76,40500,37500,0.740740741,0.8,2750,0
TRUCK,50,56,14500,63,061 - 066,10,219,33352,30352,0.434756536,0.477727992,3408,1
TRUCK,60,70,37000,71,067 - 072,10,48,44659,44659,0.828500414,0.828500414,2785,1
TRACTOR,170,78,34000,81,079 - 084,10,94,42463,41463,0.800697078,0.8200082,1328,0
TRUCK,30,52,3000,52,049 - 054,30,11,30991,28991,0.096802297,0.103480391,3172,0
TRUCK,90,76,12792,76,073 - 078,30,5,35381,35381,0.361549985,0.361549985,2438,0
TRUCK,50,70,22250,71,067 - 072,10,40,30780,27780,0.722871995,0.800935925,3408,1
TRUCK,70,69,27000,72,067 - 072,10,79,32839,29839,0.822193124,0.904856061,2392,0
TRUCK,60,76,20550,82,079 - 084,10,174,28255,28255,0.727304902,0.727304902,2483,0
TRUCK,60,42,13400,48,043 - 048,10,190,39400,36400,0.340101523,0.368131868,3408,1
TRACTOR,170,53,26500,60,055 - 060,10,185,45201,42201,0.586270215,0.627947205,2785,1
TRUCK,90,68,19000,75,073 - 078,50,208,39401,36401,0.482221263,0.521963682,2785,1
TRUCK,50,80,19700,82,079 - 084,50,58,28014,27014,0.703219819,0.729251499,3227,0
TRACTOR,170,82,25900,83,079 - 084,10,32,36950,30950,0.700947226,0.836833603,3227,0
